region_id,mean,region_name
RUS.71.1989.2106,-32.93,Verkhnyaya Salda
RUS.71.1991.2108,-30.78,Zarechnyy
RUS.71.R1aed1040cdd4fd5a,-33.79,Yekaterinburg|Sverdlovskaya Oblast
RUS.71.R2dda6a145864ee6d,-29.58,Yekaterinburg|Sverdlovskaya Oblast
RUS.71.R345e5c87f0001ee8,-34.53,Yekaterinburg|Sverdlovskaya Oblast
RUS.71.R59dc4fab912b287b,-31.66,Yekaterinburg|Sverdlovskaya Oblast
RUS.71.R72f90d5dba9a0e19,-32.28,Yekaterinburg|Sverdlovskaya Oblast
RUS.71.Rd4141f8ec808f5c1,-27.75,Yekaterinburg|Sverdlovskaya Oblast
RUS.71.Rdb64f61e9fdeb647,-34.14,Yekaterinburg|Sverdlovskaya Oblast
RUS.71.Re8c0b192759ffc84,-29.1,Yekaterinburg|Sverdlovskaya Oblast
RUS.71.Rf5d57bb75c451bff,-30.55,Yekaterinburg|Sverdlovskaya Oblast
RUS.72.1995.2112,-13.81,Kirsanov
RUS.72.1997.2114,-13.94,Kotovsk
RUS.72.1998.2115,-14.69,Michurinsk
RUS.72.2001.2118,-15.67,Morshansk
RUS.72.2008.2125,-14.02,Rasskazovo
RUS.72.2014.2131,-13.96,Tambov
RUS.72.2015.2132,-14.17,Tambovskiy rayon
RUS.72.2018.2135,-10.93,Uvarovo
RUS.72.R1e3c8d30ec96c803,-14.21,Tambovskaya Oblast
RUS.73.2026.2143,-21.4,Al'met'evsk
RUS.73.2032.2149,-22.35,Aznakaevo
RUS.73.2036.2153,-21.53,Bugul'ma
RUS.73.2040.2157,-20.25,Chistopol'
RUS.73.2045.2162,-20.3,Laishevskiy rayon
RUS.73.2052.2169,-23.22,Naberezhnye Chelny
RUS.73.2054.2171,-21.65,Nizhnekamskiy
RUS.73.2066.2183,-20.73,Vysokogorskiy rayon
RUS.73.2068.2185,-22.17,Yelabuga
RUS.73.2073.2190,-21.61,Zelenodol'sk
RUS.73.2074.2191,-21.1,Zelenodol'skiy rayon
RUS.73.R1a0286458eed79e9,-21.38,Kazan|Kazanskaya G.|Tatar A.S.S.R.|Tatarskaya A.S.S.R.|Republic of Tatarstan|Respublika Tatars
RUS.73.R324e216acf2d3172,-19.51,Kazan|Kazanskaya G.|Tatar A.S.S.R.|Tatarskaya A.S.S.R.|Republic of Tatarstan|Respublika Tatars
RUS.73.R3c0785f97a03f62f,-21.7,Kazan|Kazanskaya G.|Tatar A.S.S.R.|Tatarskaya A.S.S.R.|Republic of Tatarstan|Respublika Tatars
RUS.73.R4bd88b78443ec8f3,-20.86,Kazan|Kazanskaya G.|Tatar A.S.S.R.|Tatarskaya A.S.S.R.|Republic of Tatarstan|Respublika Tatars
RUS.73.R52c63842745110d8,-21.87,Kazan|Kazanskaya G.|Tatar A.S.S.R.|Tatarskaya A.S.S.R.|Republic of Tatarstan|Respublika Tatars
RUS.73.Rc102c769714a8287,-22.51,Kazan|Kazanskaya G.|Tatar A.S.S.R.|Tatarskaya A.S.S.R.|Republic of Tatarstan|Respublika Tatars
RUS.74.2075.2192,-115.38,Diksonskiy rayon
RUS.74.2076.2193,-87.23,Dudinka gorsovet
RUS.74.2077.2194,-106.19,Khatangskiy rayon
RUS.74.2078.2195,-85.77,Ust'-Yeniseyskiy rayon
RUS.75.2079.2196,-41.68,Aleksandrovskiy rayon
RUS.75.2080.2197,-30.86,Asino
RUS.75.2084.2201,-38.42,Kargasokskiy rayon
RUS.75.2085.2202,-37.44,Kolpashevo
RUS.75.2093.2210,-44.19,Strezhevoy
RUS.75.2094.2211,-30.34,Tegul'detskiy rayon
RUS.75.2095.2212,-30.09,Tomsk
RUS.75.2096.2213,-29.95,Tomskiy rayon
RUS.75.2097.2214,-34.3,Verkhneketskiy rayon
RUS.75.R8c04a01619c35033,-32.27,Tomskaya Oblast
RUS.75.Rc6cad7b97795ac90,-35.54,Tomskaya Oblast
RUS.76.2099.2216,-22.71,Aleksin
RUS.76.2105.2222,-21.39,Donskoy
RUS.76.2110.2227,-21.4,Kimovsk
RUS.76.2115.2232,-21.96,Novomoskovsk
RUS.76.2120.2237,-21.45,Shchykino
RUS.76.2123.2240,-21.57,Tula
RUS.76.2124.2241,-22.05,Uzlovaya
RUS.76.R587594b3c78e36a2,-22.53,Tul'skaya|Tulskaya Oblast
RUS.76.R9e45197b9da85237,-20.36,Tul'skaya|Tulskaya Oblast
RUS.76.Rbb377d90dfdc844f,-21.65,Tul'skaya|Tulskaya Oblast
RUS.76.Re5c506540ffe2630,-21.48,Tul'skaya|Tulskaya Oblast
RUS.77.2136.2253,-49.39,Kaa-Khemskiy rayon
RUS.77.2137.2254,-29.4,Kyzyl
RUS.77.2145.2262,-54.57,Todzhinskiy rayon
RUS.77.R71a099c3e547e211,-40.02,Respublika Tyva|Republic of Tuva|Tyva|Tuvinskaya A.S.S.R.|Republic of Tyva
RUS.78.2149.2266,-32.14,Bezhetsk
RUS.78.2151.2268,-32.95,Bologoe
RUS.78.2156.2273,-30.76,Kashin
RUS.78.2160.2277,-28.44,Kimry
RUS.78.2161.2278,-28.67,Konakovo
RUS.78.2162.2279,-28.33,Konakovskiy rayon
RUS.78.2169.2286,-28.51,Nelidovo
RUS.78.2172.2289,-32.24,Ostashkov
RUS.78.2176.2293,-28.77,Rzhev
RUS.78.2177.2294,-29.28,Rzhevskiy rayon
RUS.78.2186.2303,-29.83,Tver'
RUS.78.2188.2305,-33.16,Udomlya
RUS.78.R8fd26cf49ca0d65e,-29.86,Kalinin|Kalininskaya|Tverskaya Oblast
RUS.78.R9c3e42a92c57adcc,-31.7,Kalinin|Kalininskaya|Tverskaya Oblast
RUS.78.Rdb859d59494cf323,-29.61,Kalinin|Kalininskaya|Tverskaya Oblast
RUS.79.2209.2326,-36.09,Tobol'sk
RUS.79.2211.2328,-30.76,Tyumen'
RUS.79.2212.2329,-29.65,Tyumenskiy rayon
RUS.79.2214.2331,-36.46,Uvatskiy rayon
RUS.79.2215.2332,-33.64,Vagayskiy rayon
RUS.79.R09f2193360c4375c,-31.2,Tobol'sk|Tobol'skaya G.|Tyumenskaya Oblast
RUS.79.R6c2674fd715e7873,-29.36,Tobol'sk|Tobol'skaya G.|Tyumenskaya Oblast
RUS.79.Ra7f7c0bfc846780b,-30.47,Tobol'sk|Tobol'skaya G.|Tyumenskaya Oblast
RUS.8.217.217,-8.85,Alekseevka
RUS.8.219.219,-9.13,Belgorod
RUS.8.224.224,-12.18,Gubkin
RUS.8.235.235,-7.83,Shebekino
RUS.8.238.238,-11.68,Staryy Oskol
RUS.8.R414db122a0138b0a,-9.23,Belgorodskaya Oblast
RUS.8.R69decdd6ea7e241d,-9.44,Belgorodskaya Oblast
RUS.8.Rc351acf135eb77e4,-11.82,Belgorodskaya Oblast
RUS.80.2225.2342,-29.94,Glazov
RUS.80.2226.2343,-28.9,Glazovskiy rayon
RUS.80.2230.2347,-23.59,Karakulinskiy rayon
RUS.80.2239.2356,-25.35,Sarapul
RUS.80.2250.2367,-26.14,Zav'yalovskiy rayon
RUS.80.R970e1e290d7e4ed0,-25.63,Udmurtiya|Udmurt Republic|Udmurtskaya A.S.S.R.|Udmurtskaya Respublika
RUS.80.Rfd5331a43dd7b720,-27.28,Udmurtiya|Udmurt Republic|Udmurtskaya A.S.S.R.|Udmurtskaya Respublika
RUS.81.2255.2372,-14.21,Dimitrovgrad
RUS.81.2262.2379,-15.44,Novomalyklinskiy rayon
RUS.81.2268.2385,-16.7,Staromaynskiy rayon
RUS.81.2272.2389,-16.28,Ul'yanovsk
RUS.81.R20761b8a5eed49c1,-15.43,Simbirsk|Simbirskaya G.|Ul'yanovskaya Oblast
RUS.81.R7bdc887c1d73396c,-15.65,Simbirsk|Simbirskaya G.|Ul'yanovskaya Oblast
RUS.82,-33.11,Ust-Orda Buryat
RUS.83.2287.2404,-29.12,Kol'chugino
RUS.83.2289.2406,-26.56,Kovrov
RUS.83.2290.2407,-26.31,Kovrovskiy rayon
RUS.83.2292.2409,-23.82,Murom
RUS.83.2296.2413,-25.15,Sobinka
RUS.83.2299.2416,-27.35,Suzdal'
RUS.83.2300.2417,-26.33,Suzdal'skiy rayon
RUS.83.2301.2418,-26.53,Vladimir
RUS.83.2302.2419,-26.13,Vyazniki
RUS.83.R03f0996d26b08fb1,-27.49,Vladimirskaya Oblast
RUS.83.R8193c90b5b3f0936,-24.88,Vladimirskaya Oblast
RUS.84.2313.2430,3.1,Gorodishchenskiy rayon
RUS.84.2316.2433,-1.72,Kamyshin
RUS.84.2317.2434,-2.35,Kamyshinskiy rayon
RUS.84.2323.2440,-4.57,Mikhaylovka
RUS.84.2334.2451,3.58,Sredneakhtubinskiy rayon
RUS.84.2338.2455,-7.5,Uryupinsk
RUS.84.2340.2457,3.09,Volzhskiy
RUS.84.R51bd361c608c56cf,3.38,Stalingrad|Volgogradskaya Oblast
RUS.84.R681074cc8145f00b,0.63,Stalingrad|Volgogradskaya Oblast
RUS.84.Rd3a1aaa257f8149b,-5.87,Stalingrad|Volgogradskaya Oblast
RUS.85.2347.2464,-35.76,Cherepovetskiy rayon
RUS.85.2356.2473,-36.65,Sheksninskiy rayon
RUS.85.2358.2475,-37.27,Sokol
RUS.85.2365.2482,-39.37,Velikiy Ustyug
RUS.85.2368.2485,-37.9,Vologda
RUS.85.2369.2486,-36.66,Vologodskiy rayon
RUS.85.2372.2489,-36.27,Water body
RUS.85.R9d26d02254702180,-35.79,Vologodskaya Oblast
RUS.85.Re9e3d23ddfb2c710,-36.82,Vologodskaya Oblast
RUS.85.Refa6c1e93e583b23,-38.84,Vologodskaya Oblast
RUS.86.2376.2493,-9.14,Borisoglebsk
RUS.86.2386.2503,-9.37,Liski
RUS.86.2390.2507,-11.33,Novousmanskiy rayon
RUS.86.2397.2514,-8.74,Povorino
RUS.86.2401.2518,-6.46,Rossosh'
RUS.86.R404498f75b9e671f,-10.19,Voronezhskaya Oblast
RUS.86.R470ddbd0156c3f79,-7.35,Voronezhskaya Oblast
RUS.86.Ra0f53f782c2366d4,-10.68,Voronezhskaya Oblast
RUS.87.2409.2526,-57.81,Krasnosel'kupskiy rayon
RUS.87.2411.2528,-55.66,Muravlenko
RUS.87.2412.2529,-61.88,Nadym
RUS.87.2413.2530,-63.72,Nadymskiy rayon
RUS.87.2414.2531,-68.28,Novyy Urengoy
RUS.87.2415.2532,-58.69,Noyabr'sk
RUS.87.2417.2534,-58.37,Purovskiy rayon
RUS.87.2418.2535,-66.9,Salekhard
RUS.87.2419.2536,-56.72,Shuryshkarskiy rayon
RUS.87.2420.2537,-79.82,Tazovskiy rayon
RUS.87.2421.2538,-79.86,Yamal'skiy rayon
RUS.87.R00c9bf5b6c54a50e,-65.2,Yamalo-Nenetskiy A. Okrug
RUS.88.2434.2551,-29.65,Rostov
RUS.88.2436.2553,-31.55,Rybinsk
RUS.88.2437.2554,-32.12,Rybinskiy rayon
RUS.88.2438.2555,-31.69,Tutaev
RUS.88.2439.2556,-31.63,Tutaevskiy rayon
RUS.88.2440.2557,-30.45,Uglich
RUS.88.R6879eda19d04572b,-29.86,Yaroslavskaya
RUS.88.Ra6a3d7658ca8e671,-30.17,Yaroslavskaya
RUS.88.Radd3f8542b626c24,-31.89,Yaroslavskaya
RUS.89.2445.2562,-20.82,Birobidzhanskiy rayon
RUS.89.2449.2566,-19.7,Smidovichskiy rayon
RUS.89.R0e5ccd295d9f7de0,-22.02,Den jdiske autonome oblasten|Evrey|Jewish A.Obl.|Yahudi|Yevreyskaya A.Obl.|Evreyskaya AOb
RUS.9.245.245,-18.08,Bryansk
RUS.9.246.246,-18.04,Bryanskiy rayon
RUS.9.248.248,-19.55,Dyat'kovo
RUS.9.249.249,-19.63,Dyat'kovskiy rayon
RUS.9.255.255,-16.07,Klintsy
RUS.9.260.260,-15.23,Novozybkov
RUS.9.Re3d94077cbf1f6fc,-15.8,Bryanskaya Oblast
RUS.9.Rf893f84351df4178,-16.49,Bryanskaya Oblast
RWA.1.R15e86b11f2c88117,-22.34,Astrida
RWA.1.R472f8c6fad125b45,-20.45,Astrida
RWA.10.Ra977c1204fa9d123,-24.59,Butaro; Ndusu; Cyeru; Nyamugali; Nyarutovu
RWA.10.Rb58b973cb7c63b7f,-23.73,Kinigi; Nkumba; Kidaho; Kigombe; Mukingo; Ruhondo; Cyabingo; Nyakinama; Nkuli; Nyamutera; Gatonde
RWA.2.R94b282abf4137717,-23.65,Giti; Kiyombe; Cyumba; Mukarange; Kivuye; Bwisige; Kibali; Cyungo; Kinyami; Buyoga; Tumba; Rutare; Muhura
RWA.2.Rc32a161969d6dad5,-20.63,Ngarama; Murambi; Gituza; Muvumba
RWA.3.R3ddb01ca287302e5,-21.11,Shangugu
RWA.3.Rd90d791521a98839,-21.49,Shangugu
RWA.4,-24.17,Gikongoro
RWA.5.R321a672801aabeeb,-22.51,Kisenyi
RWA.5.Rd7744ca9174eef25,-24.22,Kisenyi
RWA.6.R3b7bc21272f609ac,-23.42,Mukingi; Masango; Nyakabanda; Nyabikenke; Kayenzi; Rutobwe; Bulinga; Mushubati; Murama
RWA.6.R9f86ef9267d7ea14,-21.28,Ntongwe; Tambwe; Taba; Runda; Muambira; Nyamabuye; Mugina; Kigoma
RWA.7.R7b86a3758875055a,-19.33,Birenga; Rukira; Rusumo
RWA.7.Rec3c83e2d4721d5c,-19.71,Sake; Muhazi; Kabarondo; Rukara; Kayonza; Rutonde; Kigarama; Mugesera
RWA.8,-23.46,Kibuye
RWA.9.121,-19.45,Nyarugenge
RWA.9.R15afe147320ae9cb,-17.24,Ngenda; Kanzenze; Gashora
RWA.9.R1c24db3c343e6acd,-20.62,Rutongo; Rubungo; Kanombe
RWA.9.R37ca58562f11ebf3,-21.01,Tare; Rushashi; Mugambazi; Mbogo; Musasa; Gikomero; Shyorongi; Gikoro; Bicumbi; Butamwa
SAU.1,0.75,Asir
SAU.10,-5.27,Jizan
SAU.11,2.43,Makkah
SAU.12,-3.38,Najran
SAU.13,12.36,Tabuk
SAU.2,-0.65,Al Bahah
SAU.3,28.69,Al Hudud ash Shamaliyah
SAU.4,17.98,Al Jawf
SAU.5,20.03,Al Madinah
SAU.6,31.19,Al Quassim
SAU.7,24.26,Ar Riyad
SAU.8,23.89,Ash Sharqiyah
SAU.9,25.08,Ha'il
SDN.1.1.1.1,29.37,Ed Damazin
SDN.1.1.2.2,21.81,Kurumuk
SDN.1.1.2.3,19.31,Ora
SDN.1.1.3.4,31.7,Er Roseires
SDN.1.1.4.5,25.3,Baw
SDN.1.1.5.6,20.46,Geissan
SDN.1.1.5.7,23.11,Keili
SDN.1.2.10.32,51.28,Eg Geneid
SDN.1.2.10.33,58.84,Eidag
SDN.1.2.10.34,51.9,Rufaa
SDN.1.2.10.35,55.71,Tambul
SDN.1.2.11.36,45.64,Abud
SDN.1.2.11.37,44.4,El Gamusi
SDN.1.2.11.R24318363b9bed676,44.24,Gezira
SDN.1.2.12,43.4,Um Al Gura
SDN.1.2.6.10,57.33,El Mi Eiliq
SDN.1.2.6.11,60.7,Es Sideira
SDN.1.2.6.8,54.7,El Kamlin
SDN.1.2.6.9,60.35,El Masid
SDN.1.2.7.13,53.4,El Bura
SDN.1.2.7.15,48.95,El Kereimet
SDN.1.2.7.17,47.47,El Rakha & El Matori
SDN.1.2.7.19,54.79,Sarhan
SDN.1.2.7.Ree78896fd5070f4d,50.41,Gezira
SDN.1.2.8.21,48.09,Abu Haraz
SDN.1.2.8.22,33.24,Barakat
SDN.1.2.8.23,44.68,Hantub
SDN.1.2.8.24,44.73,Shabarga
SDN.1.2.8.25,45.41,Sharif Ya Qub
SDN.1.2.9.27,47.61,El Hasaheisa
SDN.1.2.9.28,49.46,El Mesellmiya
SDN.1.2.9.30,53.07,Meheiriba
SDN.1.2.9.31,51.27,Wad Haboba
SDN.1.2.9.Rb8cce776e2f4a067,59.64,Gezira
SDN.1.3.13.R270097458fe9dbbe,34.11,Sennar
SDN.1.3.13.Rbcfd111dba40fb5b,36.62,Sennar
SDN.1.3.14.51,41.26,Doba
SDN.1.3.14.52,35.76,Hamadna Allah
SDN.1.3.14.53,34.71,Sennar Junction
SDN.1.3.14.54,39.63,Sugar
SDN.1.3.14.55,40.51,Wad Al Abbasi
SDN.1.3.14.56,38.36,Wad Taktok
SDN.1.3.15.59,31.75,Er Ramash
SDN.1.3.15.60,28.2,Mazmum
SDN.1.3.15.61,32.94,Umm Shuka
SDN.1.3.15.62,32.26,Wad El Neil
SDN.1.3.15.R64d0b5fc7bd208f2,32.13,Sennar
SDN.1.4.16.66,46.82,El Kereida
SDN.1.4.16.Ra560698d9b904df1,48.23,White Nile
SDN.1.4.17.71,46.06,El Kawa
SDN.1.4.17.72,62.69,Es Shikh Es Sadeq
SDN.1.4.17.75,63.04,Wad Jar En Nabi
SDN.1.4.17.R14f41429aa4bb419,55.33,White Nile
SDN.1.4.18.76,40.67,Abba Island
SDN.1.4.18.77,31.67,Eg Gebelein
SDN.1.4.18.78,35,Rabak
SDN.1.4.19.79,32.45,Abu Rukba
SDN.1.4.19.81,29.9,Er Rawat
SDN.1.4.19.83,37.11,Kosti Genoub
SDN.1.4.19.84,42.12,Kosti Shmal
SDN.1.4.19.85,36.94,Tendelti
SDN.1.4.19.Reb650e89ad11b7c6,30.29,White Nile
SDN.2.5.20.86,19.6,El Fashir
SDN.2.5.20.87,22.89,Kattal
SDN.2.5.20.88,14,Korma
SDN.2.5.20.89,12.42,Tawilah
SDN.2.5.21.90,14.93,Es Serif
SDN.2.5.21.91,5.43,Kabkabiya
SDN.2.5.21.92,11.88,Serif Omar
SDN.2.5.22.93,19.57,Karnoy
SDN.2.5.22.94,11.98,Kottom
SDN.2.5.23.95,39.25,El Maleha
SDN.2.5.23.96,19.64,Millet
SDN.2.5.23.97,38.31,Umm Barro
SDN.2.5.24.98,27.72,El Le Aeit En Nabi
SDN.2.5.24.99,25.91,Umm Kedada
SDN.2.6.25.100,29.77,Abu Matariq
SDN.2.6.25.101,28.47,Adeila
SDN.2.6.25.102,25.91,Ed D Aein
SDN.2.6.25.103,26.73,Ferdous
SDN.2.6.26.104,28.26,Buram
SDN.2.6.26.105,16.49,Er Radom
SDN.2.6.26.106,29.83,Gereida
SDN.2.6.27.107,28.74,Idd El Ghanem
SDN.2.6.27.108,29.17,Kiteila
SDN.2.6.27.109,22.56,Kubum
SDN.2.6.27.110,23.57,Reheid El Birdi
SDN.2.6.28.111,7.92,Kass
SDN.2.6.29.112,24.09,Nyalla East
SDN.2.6.29.113,14.81,Nyalla North
SDN.2.6.29.114,20.98,Nyalla South West
SDN.2.6.30.115,30.66,Tulus
SDN.2.7.31.116,18.55,El Geneina
SDN.2.7.31.117,20.23,Habeila
SDN.2.7.31.118,14.96,Silel Ah
SDN.2.7.32.119,15.34,Garseila
SDN.2.7.32.120,18.42,Mukjar
SDN.2.7.32.121,14.83,Zamabaya
SDN.2.7.33.122,16.82,Azom
SDN.2.7.33.125,10.7,Rokerro
SDN.2.7.33.126,12.94,Zalingei
SDN.2.7.33.R5fc3ad346b408f93,4.3,West Darfur
SDN.3.10.44.149,30.8,Atbai
SDN.3.10.44.150,25.2,Gebeit Maadin
SDN.3.10.45.151,30,Port Sudan
SDN.3.10.45.152,33.25,Sawakin Town
SDN.3.10.46.153,36.72,Dordeib
SDN.3.10.46.154,16.14,Gebeit
SDN.3.10.46.155,33.89,Haya
SDN.3.10.46.156,55.62,Mosamar
SDN.3.10.46.157,14.96,Sinkat
SDN.3.10.47.158,24.38,Tokar Genoub
SDN.3.10.47.159,48.4,Tokar North
SDN.3.8.34.127,50.39,El Butana
SDN.3.8.34.128,53.56,Shuwak
SDN.3.8.35.129,56.22,Khashm El Girba
SDN.3.8.35.130,53.41,Wad El Heilu
SDN.3.8.36.131,45.27,Unknown_3
SDN.3.8.37.134,43.49,Kassab
SDN.3.8.37.R2e0ddd3349136a4e,40.35,Gedarif
SDN.3.8.38.R4eca1a7795bfce86,41.49,Gedarif
SDN.3.8.38.R5147263f71b3a1c8,39.5,Gedarif
SDN.3.9.39.139,47.19,Aroma
SDN.3.9.39.140,41.74,Genoub El Dalta
SDN.3.9.39.141,43.83,Qoz Regeb
SDN.3.9.39.142,41.92,Shmal El Dalta
SDN.3.9.40.143,35.45,El Hudud
SDN.3.9.41.144,51.69,Kassala
SDN.3.9.42.145,54.38,El Masana
SDN.3.9.42.146,54.32,New Halfa
SDN.3.9.42.147,47.46,Sabaat
SDN.3.9.43.148,56.65,Unknown1
SDN.4.11.48.160,68.13,Omdurman Shamel
SDN.4.11.49.163,44.99,Khartoum North
SDN.4.11.49.R65a6d587d1894d43,66.72,Khartoum
SDN.4.11.50.164,43.18,Khartoum Shamel
SDN.4.11.51.165,61.27,Omdurman Genoub
SDN.4.11.52.166,57.55,Abu Deleig
SDN.4.11.52.167,60.74,Alalafon
SDN.4.11.52.R7591097f62cf2922,60.73,Khartoum
SDN.4.11.53.170,59.01,Jebel Aulia
SDN.4.11.54.171,62.52,Omdurman Gharb
SDN.5.12.55.172,27.69,Abu Haraz
SDN.5.12.55.173,30.26,Kazgeil
SDN.5.12.55.174,28.66,Khur Taget
SDN.5.12.55.175,29.89,Umm Ashira
SDN.5.12.56.176,50.32,Jebrat Esh Sheikh
SDN.5.12.57.179,39.96,Greigikh
SDN.5.12.57.182,29.62,Umm Kereidim
SDN.5.12.57.183,44.07,Umm Sayala
SDN.5.12.57.R2c4674aa82a67d2a,33.82,North Kurdufan
SDN.5.12.58.184,44.73,Hamrat El Wiz
SDN.5.12.58.185,31.32,Hamrat Esh Sheikh
SDN.5.12.58.186,31.69,Sawdari
SDN.5.12.58.187,25.98,Umm Bader
SDN.5.12.59.188,31.45,Er Rahad
SDN.5.12.59.189,32.57,Shirkeila
SDN.5.12.59.190,39.88,Umm Dam
SDN.5.12.59.191,35.26,Umm Rawaba
SDN.5.12.59.192,37.53,Wad Ashana
SDN.5.13.60.193,24.21,Abu Jubayhah
SDN.5.13.61.194,27.6,Debeibat
SDN.5.13.61.195,24.44,Dulami
SDN.5.13.61.196,24.49,Habeila
SDN.5.13.61.197,29.64,Hamadi
SDN.5.13.61.Reccaf617e9ecd6ef,21.19,South Kordufan
SDN.5.13.62.201,20.36,Heiban
SDN.5.13.62.202,24.36,Kadugli
SDN.5.13.62.Ra070863fa4141218,26.61,South Kordufan
SDN.5.13.63.204,27.46,Abbasiya
SDN.5.13.63.205,23.89,Rashad
SDN.5.13.64.206,24.12,Talodi
SDN.5.14.65.207,30.4,Abyei
SDN.5.14.65.208,33.66,Al Muglad
SDN.5.14.66.209,29.21,El Fula
SDN.5.14.67.210,27.06,Abu Zabad
SDN.5.14.67.211,25.6,El Kheway
SDN.5.14.67.212,30.02,El Nuhud
SDN.5.14.67.213,26.51,Wad Benda
SDN.5.14.68.214,29.67,Ghebeish
SDN.5.14.68.215,30.38,Odeiya
SDN.5.14.68.216,30.74,Soqa Ej Jamel
SDN.5.14.69.217,28.55,Legawa
SDN.6.15.70.218,68.86,Ed Dabba
SDN.6.15.71.221,69.89,El Golid
SDN.6.15.71.R9f9ea1cb887dbb48,67.89,Northern
SDN.6.15.72.222,82.67,Karima
SDN.6.15.72.223,83.32,Marawi
SDN.6.15.73.224,64.41,Abri
SDN.6.15.73.225,65.85,Delgo
SDN.6.15.73.226,58.5,Wadi Halfa
SDN.6.16.74.227,81.1,Abu Hamad
SDN.6.16.74.R329752b1f48ceaf7,81.94,River Nile
SDN.6.16.75.230,79.34,Ez Zeidab
SDN.6.16.76.231,71.16,El Matammah
SDN.6.16.76.232,70.01,Wad Hamed
SDN.6.16.77.233,79.59,Ed Damar
SDN.6.16.77.234,55.5,Sidon
SDN.6.16.78,78.67,Berber
SDN.6.16.79.237,67.03,Shendi
SEN.1.1.1,0.92,Dakar
SEN.1.2.2.20,1.44,Pikine
SEN.1.3.3.21,2.62,Rufisque-Bargny
SEN.10.25,7.98,Mbour
SEN.10.26,5.16,This
SEN.10.27,7.42,Tivaouane
SEN.11.28,9.96,Bignona
SEN.11.29,9.8,Oussouye
SEN.11.30,9.68,Ziguinchor
SEN.2.4,11.67,Bambey
SEN.2.5,16.48,Diourbel
SEN.2.6,19.35,Mback
SEN.3.7,13.73,Fatick
SEN.3.8,14.77,Foundiougne
SEN.3.9,21.02,Gossas
SEN.4.10,26.84,Kaffrine
SEN.4.11,18.27,Kaolack
SEN.4.12,19.41,Nioro-Du-Rip
SEN.5.13,23.52,Kolda
SEN.5.14,15.62,Sdhiou
SEN.5.15,28.76,Vlingara
SEN.6.16,12.71,Kbmer
SEN.6.17,30.28,Lingure
SEN.6.18,12.84,Louga
SEN.7.19,52.65,Matam
SEN.8.20,15,Dagana
SEN.8.21,42.34,Podor
SEN.9.22,50.18,Bakel
SEN.9.23,36.41,Kdougou
SEN.9.24,36.84,Tambacounda
SGP,-27.85,Singapore
SGS,-6.84,South Georgia and the South Sandwich Islands
SHN.R0f27932e31f5a4d8,-4.99,"Saint Helena, Ascension and Tristan da Cunha (unnamed region)"
SJM.1,-43.55,Jan Mayen
SJM.2,-34.62,Svalbard
SLB.1,-2.07,Choiseul
SLB.2,-3.02,Guadalcanal
SLB.3,-1.46,Isabel
SLB.4,-4.94,Makira
SLB.5,-4.29,Malaita
SLB.6,-4.67,Rennell and Bellona
SLB.7,-1.99,Temotu
SLB.8,-2.36,Western
SLE.1.1,5.41,Kailahun
SLE.1.2,7.28,Kenema
SLE.1.3,2.38,Kono
SLE.2.4,14.81,Bombali
SLE.2.5,13.72,Kambia
SLE.2.6,6.51,Koinadugu
SLE.2.7,11.74,Port Loko
SLE.2.8,9.76,Tonkolili
SLE.3.10,9.44,Bonthe
SLE.3.11,9.68,Moyamba
SLE.3.12,8.91,Pujehun
SLE.3.9,9.28,Bo
SLE.4.13,3.32,Western Rural
SLE.4.14.153,-2.15,Freetown1
SLV.1,-12.94,Ahuachapn
SLV.10,-14.57,San Salvador
SLV.11,-10.68,San Vicente
SLV.12,-17.97,Santa Ana
SLV.13,-13.94,Sonsonate
SLV.14,-4.72,Usulutn
SLV.2,-8.46,Cabaas
SLV.3,-11.8,Chalatenango
SLV.4,-13.7,Cuscatln
SLV.5,-15.39,La Libertad
SLV.6,-6.33,La Paz
SLV.7,-0.73,La Unin
SLV.8,-8.54,Morazn
SLV.9,-1.55,San Miguel
SMR.Rfd71ae9b119360b5,-4.48,San Marino
SMX,-4.64,Sint Maarten
SOM.1.1,31.96,Baki
SOM.1.2,-5.09,Boorama
SOM.1.R472bf830dca32de3,54.79,Adal | Adel
SOM.10.38,46.47,Afmadow
SOM.10.39,28.42,Badhaadhe
SOM.10.40,34.36,Jamaame
SOM.10.41,28.57,Kismaayo
SOM.11.44,24.42,Hobyo
SOM.11.45,28.82,Jariiban
SOM.11.46,26.31,Xarardheere
SOM.11.Rf37d352a0a31b1c0,23.91,Madugh| Mudugh
SOM.12,26.58,Nugaal
SOM.13.51,11.49,Ceel-Afwein
SOM.13.R94b6109cc91b2323,5.23,Sanag
SOM.14.54,25.83,Balcad
SOM.14.56,32.32,Jawhar
SOM.14.R65db5f9957365fe5,31.41,Sh. Dhexe| Central Shabele
SOM.15.57,23.83,Afgooye
SOM.15.58,25.33,Baraawe
SOM.15.60,19.03,Marka
SOM.15.61,22,Qoryooley
SOM.15.63,28.79,Wanla Weyn
SOM.15.R81e688281ce6861c,27.56,Sh. Hoose| Lower Shabele
SOM.16.64,9.64,Caynabo
SOM.16.65,10.41,Lascaanod
SOM.16.R55d8c1776689601c,13.88,Taleex; Xudun
SOM.17.69,11.33,Buuhoodle
SOM.17.R6b5d17696c17bcb8,4.95,Tog-Dheer| Togdheer| Togder
SOM.18.72,50.69,Berbera
SOM.18.73,-6.08,Gabiley
